"","DocumentTitle","Year","Abstract","PDF_Link"
"111","Using Socially Assistive Human–Robot Interaction to Motivate Physical Exercise for Older Adults",2012,"In this paper, we present the design, implementation, and user study evaluation of a socially assistive robot (SAR) system designed to engage elderly users in physical exercise aimed at achieving health benefits and improving quality of life. We discuss our design methodology, which incorporates insights from psychology research in the area of intrinsic motivation, and focuses on maintaining engagement through personalized social interaction. We describe two user studies conducted to test the motivation theory in practice with our system. The first study investigated the role of praise and relational discourse in the exercise system by comparing a relational robot coach to a nonrelational robot coach. The second study evaluated participant preferences regarding user choice in the task scenario. Both studies served to evaluate the feasibility and overall effectiveness of the robot exercise system. The results of both studies are presented; they show a strong user preference for the relational over the nonrelational robot in terms of enjoyableness, companionship, and as an exercise coach, varying user preferences regarding choice, and high user ratings of the system across multiple metrics. The outcomes of the presented user studies, brought together, support the motivational capabilities of the robot, and demonstrate the viability and usefulness of the system in motivating exercise in elderly users.","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6235980"
"112","A study on the different recreational demands of intelligent environment technology among the three elderly groups",2009,"To respond to the critical needs of the aging society in Taiwan, the relationship between the intelligent environment technology and recreational behavior of the elderly needs to be examined. The purpose of this study is to define the level of demand of the intelligent environment technology on the elderly. To understand the intelligent environment technology, the researchers reviewed literature, conducted interviews, and focus group discussions with the elderly. The study interviewed 430 participants selected from the elderly population in Taipei. One-to-one interviews were conducted by a trained interviewee using a structured questionnaire assessing personal characteristics and weekly leisure-time behavior. The results showed that the safety is the most important and enhancement of convenience is the least important demand for intelligent environment technology. A safe environment is the most demanding issue for the elderly to participate in recreational activities. Based on one-week leisure behavior, the study divided the participants into three groups: home recreational participants (HR), walking distance recreational participants (WDR), and not regular recreational participants (NRR). NRR participants scored significantly higher on the demands compared to other groups. In conclusion, to assist the elderly in recreational participation, intelligent environment technology should focus on the safety issue. Furthermore, intelligent environment technology needs to consider demands of the elderly, especially the NRR group.","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5406212"
"113","Comprehensive evaluation based on crisis prevention management of fuzzy analysis",2011,"The crisis prevention management evaluation system mainly includes effective warning mechanism, effective internal coordination mechanism, effective cooperation between the government and cooperation mechanisms between countries, developing the professional organization ability, dealing with various crises effectively, establishing a social support system, absorbing the participation of citizens and community, and setting up the ""joint production"" mechanism. It considers each system as a first grade index and there are 5 first grade indexes and 12 secondary indexes. The fuzzy mathematics theory discusses the combination of qualitative and quantitative comprehensive evaluation model of the crisis prevention management, provides theoretical support for improving the government crisis management level evaluation and increasing the whole social emergency management level.","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6002491"
"114","Heat and Dust: The Solar Energy Challenge in Chile",2015,"Chile offers unique conditions for the development of solar energy solutions. The new government is drawing up an ambitious road map for the development of solar energy. Some visions include the positioning of Chile as a regional solar energy exporter. This article examines this trend, based on the development of the power sector, the power market, analysis models, innovation opportunities, and the public policies implemented over the past ten years. It provides an overview of the solar energy scenario for Latin America and examines the technical challenges faced by the various solar technologies, and it discusses transmission systems and storage solutions. The issues of citizen empowerment, community engagement, and sustainable development in the context of solar energy development in the region are discussed along with the need for development of the human capital required to address alternative solar energy challenges from a technical and social standpoint.","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7048023"
"115","Situated Engagement and Virtual Services in a Smart City",2014,"In the northern city of Oulu, Finland, we have been pursuing a visible change to the local society by building a functional prototype of what we call an open ubiquitous city. Today the ubiquitous city offers various permanent services as well as short-term research probes for its dwellers to use. In this article we first describe the still fermenting vision behind much of the service development in Oulu. Second, we introduce three new technological concepts that we are currently investigating in the smart city context: situated kiosks for community engagement, sound-based resource discovery mechanism, and a complete, functional 3D-model of the pivotal downtown areas of Oulu. Finally, we discuss some of the future research directions and implications of the introduced technological additions. We hope the ideas shared in this article can help the research community in designing and creating better services for the future cities.","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6978634"
"116","Social Capital and the Networked Public Sphere: Implications for Political Social Media Sites",2012,"This paper presents a theoretical lens for research on social media use in eParticipation, along with an example case study. The idea of the public sphere and how it can be applied to eParticipation research is presented. The public sphere is discussed in relation to Cast ell's notion of the network society as the ""networked public sphere"", and social capital is introduced as a possible explanation for why some people choose to participate while others refrain from doing so. An example case is presented and analysed in terms of the public sphere and social capital. Finally, the argument is made that working public spheres, enacted through various online social media platforms, can contribute to increased social capital and increased political debate among citizens.","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6149326"
"117","Notice of Retraction<BR>Obstacles and countermeasures for public participation in environment decision-making in China",2011,"Notice of Retraction<BR><BR>After careful and considered review of the content of this paper by a duly constituted expert committee, this paper has been found to be in violation of IEEE's Publication Principles.<BR><BR>We hereby retract the content of this paper. Reasonable effort should be made to remove all past references to this paper.<BR><BR>The presenting author of this paper has the option to appeal this decision by contacting TPII@ieee.org.<BR><BR>With the change of social structure brought about by the transformation of our society and the awakening of public awareness of their rights, governments must promote public participation in environment decision-making. Orderly public participation is the basis and guarantees to promote environment decision-making more scientific and democratic. But many realistic obstacles such as our traditional institutional, political and cultural environment, lack of the systems, lack of public capacity for participation hinder public participation in environment decision-making. Therefore, china should take measures to promote public participation in environment decision-making: change idea of environment decision-making, perfect the design of the law and system, increase public ability for participation and attach importance to the effect of the civil environment organization.","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5775401"
"118","Digital technologies and democracy: Assessing the Latin American experience",2014,"The talk will present my own research focused on how new Information and Communication Technologies (ICT) have affected politics and society in Latin America. Specifically, it will examine if and in how far the spread and use of digital technologies affected central aims of democratic governance such as strengthening citizen participation in political decision making; increasing the transparency of legislative processes; improving administrative processes; providing free access to government data and information; and expanding independent spaces of citizen communication. While these aspects have been extensively studied in the United States and Organisation for Economic Cooperation and Development (OECD) context, their systematic analysis in the regions of the Global South and more concretely in Latin America remains an academic task ahead. However, while it was largely assumed that in catching up on the digital divide developing nations would simply emulate practices and structures of the Global North, the analyses to be presented seeks to demonstrate that Latin American citizens and governments have come up with innovative digital solutions to the particular political problems related to the region's historical legacy. Summarizing, this presentation seeks to assess in how far digital technologies in Latin America either contributed to or obstructed: - government accountability and transparency, - civil society's ability to fulfill socio-political watchdog's functions, such as scrutinising the efficiency and effectiveness of public services and holding politicians accountable - citizen participation in political decision making - the creation alternative mobilization structures for political participation.","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6819927"
"119","Decisive factors for the adoption of technology in E-government platforms",2014,"This paper explores the factors explaining the adoption of e-government platforms by Portuguese citizens. Since it is still a challenge the adoption of e-government, e-participation and the e-citizenship in Portuguese society, one of the goals of this study is to create a conceptual model based on previous research to measure what are the factors that can lead to the intention of using an e-government platform. Such factors are trust, privacy, social influence, security, relative advantage, web design and perceived ease of use. Hypotheses were created based on these factors, so that future research can be applied and evaluated, and thus prove these assumptions.","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6877042"
"120","The Contours of Crowd Capability",2014,"In this work we use the theory of Crowd Capital as a lens to compare and contrast a number of IS tools currently in use by organizations for crowd-engagement purposes. In doing so, we contribute to both the practitioner and research domains. For the practitioner community we provide decision-makers with a convenient and useful resource, in table-form, outlining in detail some of the differing potentialities of crowd-engaging IS. For the research community we begin to unpack some of the key properties of crowd-engaging IS, including some of the differing qualities of the crowds that these IS application engage.","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6759033"
"121","E-Participation and Climate Change: Are Local Governments Actively Promoting Responsible Behaviors and Offering Opportunities for Citizen Involvement?",2012,"Citizens are demanding greater transparency and accountability from their governments, and seek to participate in shaping the policies that affect their lives. The diffusion of the Internet has raised expectations that electronic tools may increase citizen participation in government decision-making and stop the decline of trust in political institutions. This paper brings together two relevant topics, e-participation and climate change, analyzing the websites of the environment departments of European local governments that have signed the Aalborg+10 commitments, to establish to what extent European local governments are making use of the Internet to promote e-participation and environmental-friendly behaviors among their citizens. Our results show that the developments on e-participation are higher in those areas just giving information than in the areas related to interactivity. The Internet as a tool to revitalize the public sphere is still limited to those countries with higher levels of transparency and a culture of citizen engagement.","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6149313"
"122","Using mobile phones for public participation with local government in Cape Town",2015,"Although governments around the world have welcomed the idea of promoting interactions with citizens during their process of decision-making, research has indicated that fear, the level of trust in the government, and privacy are among the reasons for reluctance and apathy from citizens towards interacting with their government. This study aims to determine the extent to which trust, expectancy, social influence, and incentives will influence mobile interaction with the government. A survey approach was used to sample Capetonians about mobile participation with their local government. Results indicate that respondents were not willing to participate in their local government because they did not trust the government to protect their privacy. However, respondents were willing to use their mobile phones to report damaged infrastructure or service delivery issues. From the various incentives that were suggested, benefit to the community was a popular choice. Recommendations for promoting mobile participation include introducing non-monetary incentives as well as mobile applications that will provide the user with convenience, cost efficiency, and an assurance of their privacy.","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7190526"
"123","Participating in Publics",2015,"This chapter contains sections titled: On Publics, Rihanna in Concert: Making Performers of Us All, Strictly Come Dancing: The Public Talk Back, Having a Vote and Having a Voice, Vernacular Voices and Social Media, A Technological Imaginary of a Digital Civics Platform, Networked Participatory Publics: A New Space of Potential","http://ieeexplore.ieee.org/xpl/ebooks/bookPdfWithBanner.jsp?fileName=7059604.pdf&bkn=7059554&pdfType=chapter"
"124","Notice of Retraction<BR>Network-politics-participation of the information age: Backgrounds, values and impacts",2011,"Notice of Retraction<BR><BR>After careful and considered review of the content of this paper by a duly constituted expert committee, this paper has been found to be in violation of IEEE's Publication Principles.<BR><BR>We hereby retract the content of this paper. Reasonable effort should be made to remove all past references to this paper.<BR><BR>The presenting author of this paper has the option to appeal this decision by contacting TPII@ieee.org.<BR><BR>Citizen political participation will inevitably show a lot of revolutionary features of digit and network. The rise of net-participation is closely related to the rapid development of social economy and network technology. The political backgrounds of net-participation are mainly composed of the crisis of representative democracy and the trend of direct democracy. Moreover, the new ideas of service-oriented government based on civil society will further promote the development of net-participation. There are a range of new characteristics in net-participation, such as reducing the costs of political participation, broadening its channels, and making direct democracy possible. Net-participation has a positive impact on the democratic development. It may reduce the sense of people's political apathy and increase their enthusiasm for political participation, cultivate citizens' democratic consciousness and political responsibility, and network supervision might become the most extensive and representative one. The net-participation also contributes to the reforms of governments. Power structure is developing from centralized to decentralized level. Decision-making structures are developing from vertically to interactively. Network weakens the government's management functions and strengthens communications and contacts between the government and the public, and highlights the government's service functions.","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5884507"
"125","E-Participation in Network Political Era: Background, Features and Functions",2010,"Citizen political participation in future will inevitably show a lot of revolutionary features of digit and network. The rise of e-participation is closely related to the rapid development of social economy and network technology. The political background of e-participation is mainly composed of the crisis of representative democracy and the trend of direct democracy. Moreover, the new ideas of service-oriented government based on civil society will further promote the development of e-participation. There are a range of new characteristics in e-participation, such as reducing the cost of political participation, broadening its channels, and making direct democracy possible. E-participation has a positive impact on the democratic development. First, it may reduce the sense of people's political apathy and increase their enthusiasm for political participation. Second, it may cultivate citizens' democratic consciousness and political responsibility. Third, network consensus supervision might become the most extensive and representative one in the whole society. Fourth, the e-participation also contributes to the reforms of governments' management, which is mainly reflected as follows: the power structure changes from the centralization model to the decentralized one; decision-making structure changes from the vertical model to the interactive model; networks will weaken the functions of governments' regulations, enhance the communication and contact between governments and the public, and highlight the governments' service functions.","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5591597"
"126","Comparative analysis of civic scientific literacy and its influential factors among the regions in China",2013,"It was divided into regions of eastern, central and western in China according to geographical positions and levels of economic development, reflecting the disparity of regional economic and social development. The results of China Civic Scientific Literacy Survey conducted in 2010 showed there were significant differences between the levels of civic scientific literacy and the citizens' participation and interests in science and technology among these regions. Multi-group analysis via structural equation modeling (SEM) could be used to evaluate the differences among these regions based on the model of civic scientific literacy and its influential factors. This comparative analysis was the crucial process to learn the characteristic of each region in the field of public understanding of science in China, which was the reference for science related policy-making.","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6641660"
"127","E-participation in higher education: The importance of non-technical factors as identified in the EU-project MyUniversity",2014,"Many higher education institutes and universities are involved in beyond borders decision making processes. These activities accelerated after Bologna process agreement. E-participation not only covers the general participation of citizens, but also enables higher education decision makers to communicate with each other and with all stakeholders within the university. During more than ten years the EU has funded projects in the area of e-democracy and e-participation in order to respond to this emerging requirement. The aim of some of these projects has been to equip universities with e-participation tools or platforms. There have been some EU projects that turned out to become great successes while some other projects have not been particularly useful. Lots of studies have been published about these projects and the core ideas behind them. But they have mainly covered technical aspects and less about non-technical challenges such as socio-cultural differences, rules and regulations and challenges related to unifying different decision making processes. In the present study an attempt has been made to identify the non-technical factors which have an impact for the success of e-participation in higher education. The EU-funded project MyUniversity has been selected as a case study. It involved 17 higher institutions in Europe. Data collection was conducted by means of recorded semi structured interviews with stakeholders of the MyUniversity project. Data-analysis was done using a systematic coding of audio flies using the Nvivo software and based on grounded theory principles. The emerging main categories of non-technical factors identified by interpreting data have been the major contribution of this study. The study clearly demonstrates that non-technical factors were very influential in the MyUniversity project. The following nontechnical factors were identified as crucial for the success of e-participation in higher education: 1) The socio-cultural context, 2) Id- ntification of users, 3) Usability, drivers and motivation. The study showed that deeper needs assessments locally at each university and ""cultural studies"" are very crucial and should not be neglected, even though conducting them for every single involved country or institution are both budget and time consuming. Moreover, each educational institute should use its own motivational techniques based on their cultural studies in order to involve their users. This study concludes that the ""business strategies"" used by EU for introducing e-participation projects in higher education in EU countries need to be revised taking into account the identified issues.","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7043998"
"128","Problems and prospects of internet in new e-Nepal",2011,"This paper is intended to provide knowledge of development of internet technologies in Nepal. It also depicts the current situation and facing challenges by our society and gives the future potential for supporting different aspects of social elements that can be beneficiated by use of internet. In the era of information super highway people around the world are making their lives more comfortable. This helps them in saving time and money and invoking improved service delivery. We the people of Nepal want our government to be more accountable more committed to people's right that's why we need e-Governance. The promise of e-Government is that it will be able to improve governance through citizen empowerment and participation, better delivery of government services, more efficient management, less corruption, more transparency, greater convenience, increased revenue, and reduced costs.","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6113942"
"129","Designing mobile interaction to elicit alternative solutions for participatory decision-making",2010,"Good decisions require good understanding of the problem, the context and available options. This knowledge, in general, is dispersed through several, frequently unidentified, individuals. Collecting, filtering and putting together the relevant knowledge pieces to create solutions are difficult tasks. Many domains fit this scenario of distributed knowledge and creative solution's needs including governmental decision-making. Democratic governments constantly need to make sense of population demands to properly make decisions that attend overall will. However, low citizens participation in government decisions through democratic processes is an aspect that defies democracy itself. Large-scale citizens participation is difficult for the lack of technology to collect, filter and synthesize information. To deal with this problem, we developed an intelligent mobile network that allows broad citizens' participation and feasible government action. Previous research indicates cellular phones as the device with the broadest acceptance in all Brazilian social classes. Sending messages and voting by cell phones are broken barriers to consider the device as the natural input interface for citizen-government interaction. Additionally, message summarization and clusterization help government understand the demands. In this paper we present mGov, a system for eliciting and answering citizen demands in a participatory government structure. A prototype has been deployed with good results electronic","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5471927"
"130","Intelligent system for valorizing solid urban waste",2014,"The management of municipal solid waste is a complex problem for most developed countries. At present, only a few small cities have implemented procedures for collecting garbage in an innovative way. Thus, it is urgent to implement measures that initiate sustainable behavior, with the active participation of citizens, ensuring the conservation of resources through the reduction and recovery of waste. This paper describes the iEcoSys system (Intelligent Ecologic System) developed by the authors. It is a technological tool that identifies the waste produced individually, using RFID tags embedded in rubbish bags - the iBags. When depositing waste, the recycling center identifies and weighs each bag and the collected data is sent to a server system using ZigBee communication standard. When the information reaches the server system, it is inserted into the database management system, making it possible to see the deposited waste in the iEcoSys Internet portal, and even order new iBags. Making the cities smarter and promote sustainability by changing the paradigm of receiving the recycled rubbish instead of paying for the waste produced, is the contribution of this study.","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6876904"
"131","Issues and Strategies of the Network Political Communication: On the Social-Oriented Construction of E-Government",2010,"Facing the opportunities and challenges of Internet age, Chinese government has initialized the system of network communication with civil society. However, there still exist some notable issues mainly as follows. First, the complexity of Internet information causes the disorders of network political participation. Second, the powers of Internet age are clearly shifted to the hands of technocrats, and thus the substantive democracy of civil society might be impaired. Third, the deficiency of government network construction sets up many obstacles for the communication. Fourth, the ""digital divide"" leads to the fact that political communication cannot represent the public interests. In response to these issues, ""legal guarantee system"", ""network real-name system"", and security mechanism of orderly political participation through network should be established. The government is also supposed to take measures towards the elimination of ""digital divide"". In addition, it is significant to improve the network ability and awareness of government departments, civil servants, and the citizens.","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5576643"
"132","E-Government Service Value Assessment with Participation Index and Modified BSC Model",2009,"E-government initiatives have shifted from the provision of services to the use of information and communication technology (ICT) to increase the value of services. As a qualitative measure of service offered by e-government, e-participation index is carefully explored as the outcome-oriented assessment and a modified BSC model as process-oriented evaluation framework is constructed. The combination of participation index and modified BSC model will better assess e-government service value.","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5362228"
"133","Adopting an ABCs Authentication Framework for Collective Intelligent eBusiness Models in Smart Cities",2015,"Nowadays, the majority of humans live in a world ofinterconnected cities. A contemporary city attempts to improve the quality of citizens' life and its economy by integrating digital infrastructures with the physical city (smart city). Moreover, citizens in smart cities are playing the centralrole in the majority of eBusiness models that are based onCollective Intelligent decision making applications. However, citizens avoid the participation in such applications by providing data because they feel that there is a risk of correlating their activities and data with their identities. Thus, there is a need to protect citizens' privacy in the territory of a smart city while encouraging them to participate in the establishment of new markets. In this paper, the encapsulation of an ABCs based authentication system in a generic eBusiness model that provides Collective Intelligent eServices in Smart Cities is presented. In the emerging eBusiness Model, the user privacy/anonymity hasa central role which increases user incentives to participatein the establishment of new markets and products in a city territory.","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7433845"
"134","Participatory Budgeting: A Framework to Analyze the Value-Add of Citizen Participation",2014,"The dynamic and tremendous evolution of information and communication technologies (ICTs) has provided unique opportunities for citizen participation in democratic decision making processes. Such opportunities have been widely noted, in recent years, in processes like Participatory Budgeting (PB). From the originating practices of PB in Brazil, experiences of PB around the world have been uniquely exercised. While some processes leverage widely on the use of ICTs, others do not. The rationale of utilizing ICTs in PB processes with respect to challenges, benefits and resulted public value-add is still unclear. This has created a wide perspective on whether ICTs should be adopted in the traditional PB processes. This paper investigates the added public value through the use of ICTs in PB by comparing three models of participation in PB - offline, online and hybrid models. The comparison of these models reveals insights and understandings of diverse processes, challenges and underlying rationales of ICT use with respect to public value-add. In order to better understand the impact of ICTs to public value in PB, this paper proposes a framework for analyzing public value-add of ICT use in PB processes. The framework is used to assess ICT use in the three models of PB.","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6758858"
"135","Political Functions of E-Democracy",2010,"Electronic democracy is a new democracy form taking advanced information and communication technology, network and relevant technologies as the operation platform, direct democracy as development trend, taking citizens' partaking in democratic operation procedures collectively, initiatively and practically such as democratic decision-making and democratic election as typical feature. Political democratization trend, abuse of traditional democracy i.e. democratic representative system, citizens' desire of partaking in political affairs, development of social economy, advanced information and communication technologies are main reasons for development of electronic democracy. In modern political life, electronic democracy plays a role in supplying necessary information, training citizens' participation skills, inspiring citizens' democratic participation enthusiasm, improving citizens' political participation, enhancing legality of government and improving political decision-making, the development of electronic democracy supplies the growth space for direct democracy.","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5576545"
"136","Social amplification factor for mobile crowd sensing: The ParticipAct experience",2015,"Mobile Crowd Sensing (MCS) aims to coordinate and activate the participation of volunteers willing to use their smartphones to harvest large quantities of data as they move in urban areas. One of the most important requirements in MCS is maximizing the effectiveness of the data gathering campaign. In fact, also due to the initial low penetration rate of MCS apps and to avoid making the MCS process cumbersome to users, only a small portion of the whole citizenship can be involved in such campaign, while most citizens are not part of the process. This paper proposes a novel approach that combines participatory and opportunistic techniques to amplify the amount of data harvested from the crowd. The core idea is that people with similar interests, such as employees of the same company, students or friends tend to meet more frequently with respect to people with different interests. Accordingly, it is possible to opportunistically involve in the crowd sensing loop people in the volunteers' neighborhood. Following that main design guideline, our work assesses the SOcial amplification FActor (SOFA) that allows to increase the number of samples retrievable during a crowd sensing campaign. We show the benefits of SOFA by using the ParticipAct MCS platform and we analyze three different application scenarios. Highly realistic simulation results, based on ParticipAct mobility traces, show the advantages of SOFA, with an amplification factor increasing up to 4.45.","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7405544"
"137","Research of the interactive platform for government and people based on internet",2010,"The interactive means of government and people can effectively safeguard the citizen's right to information, participation and supervision , reduce the government's administrative costs and improve administrative efficiency. Meanwhile, it has an important significance for strengthening information communication for government and people, promoting openness in government affairs, improving the level and quality of government services, so as to realize the transformation to service-oriented government. Therefore, using a variety of technical means to establish the two-way interaction transmission of information between government and people, expressing the concept of people-oriented and governing for people is very important. This paper studies deeply the interactive way of government and people in the internet, as well as the interactive services of Web in the government portal website.","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5479340"
"138","The value of information - Assessing ICT requirements in local government",2015,"Municipalities are the extension of national government, responsible for the implementation of policy and delivering services to local communities. South African legislation requires citizen engagement, however, the country often experiences poor delivery and “participation” takes the form of protests. Over the last decade, ICTs have been used to address inequalities in service delivery by promoting citizen engagement and enhancing accountability and transparency of local government. The potential of ICTs in this environment has often been met with eagerness, but many unsuccessful projects, with unintended consequences, are examples that the methods of assessing the appropriateness of the technologies need to be revisited. Are we forcing interventions and applications on sectors that are already stretched and under-resourced without questioning the risk? By adopting the Information Value Chain (IVC) approach, this study presents a method to the way we analyse the information needs of municipalities and communities and challenge our own perception of the appropriateness of ICTs as a tool for governance.","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7190549"
"139","E-participation: Factors affect Citizens' acceptance and readiness in Kingdom of Bahrain",2014,"Technology has become an integral element in the life of communities. One of the major fields that Technology is playing a major role is the citizens participation through what is called E-participation. E-participation is the use of Technology to enhance participation between different stakeholders and governments. It increases transparency, enhances the communication between the government and stakeholders including citizens, and enables them to involved in policy making process. E-participation by its real mean is now applied in Kingdom of Bahrain. Therefore, it is useful to measure the acceptance and readiness of citizens towards E-participation tools. This research is to investigate the factors that affect citizens' acceptance and readiness to use E-participation tools. Towards this aim, 250 questionnaires were collected from citizens in Kingdom of Bahrain at different ages over 18 years. The findings of this research revealed that there are significant factors that influence citizens' readiness and acceptance of E-participation tools including optimum, innovation, insecurity, and discomfort. This research provides the government of Kingdom of Bahrain insights on factors that are important to enhance the readiness and acceptance of their citizens towards using E-participation tools.","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7009029"
"140","The use of Wiki technology in electronic parliament activity",2011,"Development of automated work regime, internal intranet network and web-site provides efficiency in the parliament activity. However, these technologies applied in the parliament activity can not realize electronic democracy principles entirely. If taking into account these principles - direct participation of citizens in the process of law making, requirements and proposals, etc. the importance of application of more effective electronic technology in the parliament activities emerges. Considering this, in terms of the settlement of problems in the electronic parliament activity, the application of Wiki technologies is proposed in the given paper. Advantages of Wiki technology use in the e-parliament activities are indicated. The e-parliament opportunities based on Wiki technology are analyzed, as well.","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6110908"
"141","Secure and Privacy-Preserving Proxy Voting System",2013,"Voting is a frequent and popular decision making process in many diverse areas, targeting the fields of e-Government, e-Participation, e-Business, etc. In e-Business, voting processes may be carried out e.g. in order management, inventory management, or production management. In this field, voting processes are typically based on direct voting. While direct voting enables each eligible voter to express her opinion about a given subject, representative voting shifts this power to elected representatives. Declarative or proxy voting (based on liquid democracy) is a voting process situated in between these two approaches and allows a voter to delegate her voting power to a so called proxy, who actually casts the votes for all the represented voters. The most interesting aspect of this approach is that voters have the opportunity to skip the direct involvement when they trust the proxy to act within their best interest. Liquid democracy and proxy voting has been implemented in various software tools that facilitate the voting process. However, the current systems lack security features typically required by electronic voting systems. Therefore, we present a system that integrates cryptographic functionality and relies on qualified signatures created by the Austrian citizen card to solve the current security issues. This system can support e-Business processes and applications in decision making, enabling the delegation of votes.","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6686307"
"142","Online Organization of an Offline Protest: From Social to Traditional Media and Back",2011,"This paper is a qualitative examination of the participatory potential of social media, focusing on a student-organized protest against censorship in Singapore. While the debate regarding the impact of new media on politics is well-documented, few studies have explicitly detailed the process of online civic mobilization in terms of its contribution to the more traditional forms of political participation, including real-world protests. This case study provides a detailed account of how social media platforms, such as Facebook, as well as traditional media forms were used to organize a student protest against censorship. The findings indicate that social network sites provided easily accessible, inexpensive and effective means for civic organization and mobilization. In addition, blogs and forums were used to foster public debate and deliberation on the issue. We also found that the activists used social media not to circumvent but rather to engage traditional media stakeholders and amplify the impact of their messages and actions.","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5718659"
"143","Liberopinion: A web platform for enhancing e-democracy",2010,"Liberopinion is a web platform for enabling e-democracy applications. This paper seeks to present the features of two e-democracy applications on this platform, one for government performance monitoring and another for candidate-citizen interaction during the electoral period, as well as the results from a trial about the latter application used for the Portuguese elections held in 2009.","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5756585"
"144","Liberopinion: A web platform for elections 2.0",2010,"The platform Liberopinion-Elections consists of a Rich Internet Application which seeks to bring together the stakeholders in a political election allowing, in a single place, multi-directional and structured communication between them. Based on a citizen and candidate approach, the platform Liberopinion-Elections enables collaborative interaction between these stakeholders through questions, answers, proposals, ratings and comments with the aim of fostering communication, deliberation and participation. In this paper, the main features of this application are described and the results of a case study about its use in the election for Mayor of Viseu held in 2009 are presented.","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5556648"
