Item Title,Publication Title,Book Series Title,Journal Volume,Journal Issue,Item DOI,Authors,Publication Year,URL,Content Type,Abstract
How has your science data grown? Digital curation and the human factor: a critical literature review,Archival Science,,15,2,10.1007/s10502-014-9236-y,Alex H. Poole,2015,http://link.springer.com/article/10.1007/s10502-014-9236-y,Article,"Focusing on North America and the United Kingdom, this critical literature review underscores the ways in which sharing, accessing, and reusing science data allow researchers and other stakeholders to address new imperatives in scientific research. Science data stakeholders should harness the principles and practices of digital curation, an overarching concept that encompasses data curation and that centers on adding value to digital data assets. This review first probes data sharing, access, and reuse in specific intellectual and institutional contexts. Next, it examines the ways in which science data sharing, access, and reuse benefits scholarship, primarily by encouraging new research questions and by allowing the reproduction of previous findings. Third, it addresses the infrastructure of science data curation, particularly the roles of cyberinfrastructure, research communities, collaboration, planning, policy, and standards and best practices. Fourth, it turns to the role of institutions—archives, research libraries, institutional repositories, and centers—in curating science data. Archival principles such as provenance, selection and appraisal, authenticity, metadata, risk management, and trust play a pivotal role in digital curation. Finally, it delineates avenues for further research such as sustainability, costing, planning and policy, training and education, researcher practices, and raising awareness."
"Government organizations’ innovative use of the Internet: The case of the Twitter activity of South Korea’s Ministry for Food, Agriculture, Forestry and Fisheries",Scientometrics,,90,1,10.1007/s11192-011-0519-2,Seong Eun ChoHan Woo Park,2012,http://link.springer.com/article/10.1007/s11192-011-0519-2,Article,"Noting the government’s role in diffusing information across various sectors of society, this study analyzes the Twitter activity of the Ministry for Food, Agriculture, Forestry and Fisheries (MFAFF), one of Korea’s government organizations. From a broad perspective, this study provides a better understanding of innovation activity mediated by social media—particularly the government’s Twitter activity, a topic that has not been addressed by previous webometric research on Triple Helix relationships—by employing social network analysis and content analysis. The results indicate some limitations of the MFAFF’s activity on Twitter as a mutual communication channel, although Twitter has the potential to facilitate risk management. Further, based on the MFAFF’s confined use of its Twitter account, the results suggest that its Twitter account can be an effective information distribution channel, indicating Twitter’s value as a communication tool for innovation activity through social media. This study provides an empirical analysis of the government’s Twitter activity and contributes to the literature by providing an in-depth understanding of the Triple Helix relationship on the Web."
Online learning environments in higher education: Connectivism vs. dissociation,Education and Information Technologies,,20,3,10.1007/s10639-013-9303-7,Sasha A. Reese,2015,http://link.springer.com/article/10.1007/s10639-013-9303-7,Article,"Over the last decade online education has emerged as a way for students and faculty to collaborate more freely, attain greater flexibility, and utilize new media to learn. The burning debate lies in whether online educational options are harmful to traditional education or offer endless benefits necessary to accommodate a 21st century learner. Supporters of virtual learning environments suggest that 21st century learners require the construction and creation capabilities offered through Web 2.0 to succeed while critics suggest that asynchronous interactions are not engaging and rigorous enough for higher education. A balanced online environment should provide a blend of both asynchronous and synchronous opportunities, which promote communication and collaboration among classmates and instructors."
The impact of Fukushima on global health: lessons learned from man-made and natural disasters,Health and Technology,,4,2,10.1007/s12553-014-0090-y,Luis KunK. HiroseB. KatsumiM. AlbinK. PrendergastM. Mendoza,2014,http://link.springer.com/article/10.1007/s12553-014-0090-y,Article,"On July 5, 2013 a special invited session entitled: “The Impact of Fukushima on Global Health—Lessons Learned from Man-Made and Natural Disasters” was held at the Osaka Convention Center in Osaka, Japan, during the 35th Annual International Conference of the IEEE—Engineering in Medicine and Biology Society. The purpose of that session was mainly to discuss what happened at Fukushima, its repercussions and what other countries particularly those in South, Central and North America, can do to be better prepared for similar events. The first three authors of this paper participated in that special session. This article examines the causes and consequences of the nuclear accident that took place March 11, 2011, at the Fukushima Dai-ichi plant in Fukushima, Japan. It explains the different security risks associated with nuclear energy and analyzes the natural, man-made and technical causes of the Fukushima disaster. While nature was the main instigator, poor design, relaxed safety standards and lack of training severely exacerbated the damage and prolonged the effects of the incident. Crisis management strategies from the incident showed how cloud computing can be useful and effective in emergency response situations. However, the article’s authors warn of potential failures due to infrastructure interdependencies and of the need to build resilient systems. The ongoing crisis in Fukushima serves as a testament to the different security risks associated with nuclear power and the serious, long lasting consequences they can have on critical infrastructures, the environment, public health, commerce and society—not just in Fukushima but anywhere in the world. In examining nuclear power as a viable energy resource, this article uses the Fukushima accident to encourage international discussion regarding the benefits and risks of nuclear power, the definition of government and utility company’s roles and responsibilities to the public, and the possibility of pursuing alternative energy sources. Finally, through an analysis of these risks and the lessons learned from Fukushima, this article will present policy recommendations regarding better risk analysis, plant construction, secure practices, restoration of critical infrastructures and other elements of disaster response in order to create safer, more responsible nuclear energy policies worldwide."
Rural development within the EU LEADER+ programme: new tools and technologies,AI & SOCIETY,,23,4,10.1007/s00146-007-0178-2,René Victor Valqui Vidal,2009,http://link.springer.com/article/10.1007/s00146-007-0178-2,Article,"This paper reports on the LEADER+ programme and on the work carried out supporting rural communities in EU countries under the LEADER+ programme. This is a programme that supports development in particularly vulnerable rural regions of the European countries that are members of the EU. It supports creative and innovative projects that can contribute to long-term and sustainable development in these regions. In this paper, we will focus on three specific areas: networking, facilitation of groups, and information and communication technologies. Some case studies are shortly described."
Leveraging information security and computational trust for cybersecurity,The Journal of Supercomputing,,,,10.1007/s11227-015-1543-4,Robson de Oliveira AlbuquerqueLuis Javier García VillalbaAna Lucila Sandoval OrozcoRafael Timóteo de Sousa JúniorTai-Hoon Kim,2015,http://link.springer.com/article/10.1007/s11227-015-1543-4,Article,"Cybersecurity has an enormous impact in modern society, since almost everything in our day-to-day activities depends on some information and communication technology that is prone to some form of threat. This paper argues that cybersecurity depends on the combined effect of information security measures together with explicit trust verification that these measures are operational and effective. In this sense, this paper provides a view of information treatments related to trust and information security and discusses how together they can counter advanced persistent threats and exploits that now plague the cyberspace."
"Mobile network-aware social computing applications: a framework, architecture, and analysis",Journal of Ambient Intelligence and Humanized Computing,,4,1,10.1007/s12652-011-0066-y,Seshadri MohanNitin AgarwalLava Al-Doski,2013,http://link.springer.com/article/10.1007/s12652-011-0066-y,Article,"Advanced socio-technical systems especially handheld and mobile devices are no longer esoteric; rather they are a part of daily life for billions of people worldwide endowing a sense of every time connectedness that helps in realizing the ideology behind social computing applications (such as, Facebook, Twitter, Flickr, YouTube, SecondLife, etc.), i.e., sharing whatever-whenever. With larger bandwidths (3G/4G/WiMax capabilities), powerful processing capabilities, better displays, and user friendly and even haptic interfaces, mobile platforms have shown a promising future for social computing applications. However, advances in web technologies (such as HTML5, AJAX, etc.) have led to the development of complex set of applications with rich user-interfaces that demands a nimble and robust architecture for social computing applications that is adaptive to the network constraints and bottleneck issues. This has resulted in a favorable playground for mobile-aware social computing applications offering practitioners and researchers key architectural challenges with numerous fledgling opportunities. In this article, we elaborate upon the challenges and provide a framework for incorporating cross-layer interaction between social network applications and wireless network capabilities. Specifically, we address the problem of delivering social network content to mobile devices with the required QoS. We propose a generic framework that addresses this issue. We also discuss some suitable wireless network protocols that could be utilized to provide QoS for the delivery of content generated by social computing applications and for reliable interactions between mobile users and social computing applications followed by possible future research directions."
Mobile digcovery: discovering and interacting with the world through the Internet of things,Personal and Ubiquitous Computing,,18,2,10.1007/s00779-013-0648-0,Antonio J. JaraPablo LopezDavid FernandezJose F. CastilloMiguel A. ZamoraAntonio F. Skarmeta,2014,http://link.springer.com/article/10.1007/s00779-013-0648-0,Article,"The application of Internet-enabled devices in the real world for the development of Smart Cities, environmental monitoring, bus tracking, and parking requires scalability, extensibility, and integration of emerging resources to reach a suitable ecosystem for data acquisition and interaction with citizens. Internet of things needs to offer efficient support for global communications and access to services and information. It needs to enable homogeneous and seamless machine-to-machine communication for different solutions and applications. This work presents an homogeneous and suitable mechanism for global resource discovery, device access for deployed smart objects in different scenarios, and sensors and devices from end users (participative sensing). The integration of legacy and sensors already available from smart buildings and smart objects is presented. For this purpose, a resolution infrastructure called “digcovery” is defined for maximizing efficiency and sustainability of deployments. Digcovery architecture offers the framework to allow users to register/include their own sensors into a common infrastructure and access/discover the available resources through mobile digcovery. Mobile digcovery exploits the context-awareness, geo-location, and identification technologies available in mobile platforms such as smartphones to discover, interact, and access the resources through its ElasticSearch engine."
The introduction of online authentication as part of the new electronic national identity card in Germany,Identity in the Information Society,,3,1,10.1007/s12394-010-0051-1,Torsten NoackHerbert Kubicek,2010,http://link.springer.com/article/10.1007/s12394-010-0051-1,Article,"This chapter provides an analysis of the long process of introducing an electronic identity for online authentication in Germany. This process is described as a multi-facet innovation, involving actors from different policy fields shifting over time. The eID process started in the late ‘90s in the context of eGovernment and eCommerce with the legislation on e-signatures, which were supposed to allow for online authentication of citizens. When after 5 years it was recognized that this was not the case, a new digital ID card, which had meanwhile been announced, was chosen as token for the eID. This process was dominated by the concerns for visual inspection and border control, including the storage of digital fingerprints. Under the leadership of the Ministry of the Interior (BMI) and technical guidance of the Federal Agency for Information Security (BSI), technical specifications have to a large extent been adopted from the electronic passport, which had been smoothly introduced 2 years before. However, in the legislative process some concern regarding digital fingerprints on the eID card was raised and led to an opt-in solution. In 2009, a bill on the new ID card was passed which regulates the eID function for online authentication as well. This is characterized as a radical innovation by introducing a double-sided, mutual authentication of the citizen and the service provider and implementing the principle of proportionality regarding the access of service providers to data on the chip. At the time of writing, field tests are conducted. Roll-out of the new eID card is to start in November 2010. Therefore no figures about adoption can be provided here."
Applying geocaching principles to site-based citizen science and eliciting reactions via a technology probe,Personal and Ubiquitous Computing,,19,5 - 6,10.1007/s00779-015-0837-0,Matthew A. DunlapAnthony Hoi Tin TangSaul Greenberg,2015,http://link.springer.com/article/10.1007/s00779-015-0837-0,Article," Site-based citizen science occurs when volunteers work with scientists to collect data at particular field locations. The benefit is greater data collection at lesser cost. Yet difficulties exist. We developed ScienceCaching, a prototype citizen science aid designed to mitigate four specific problems by applying aspects from another thriving location-based activity: geocaching as enabled by mobile devices. Specifically, to ease problems in data collection, ScienceCaching treats sites as geocaches: Volunteers find sites opportunistically via geocaching methods and use equipment and other materials pre-stored in cache containers. To ease problems in data validation, ScienceCaching flags outlier data as it is entered so that on-site volunteers can be immediately check and correct data. Additionally, other volunteers are directed to that site at a later time for further readings that provide data redundancy. To ease volunteer training, ScienceCaching directs volunteers to training sites on an as-needed basis, where they are taught and tested against known measures. To ease volunteer coordination, ScienceCaching automatically directs volunteers to particular sites of interest, and real-time communication between volunteers and scientist is enabled as needed. We developed ScienceCaching primarily as a technology probe—a working but quite limited system—to embody these ideas and to evaluate their worthiness by eliciting reactions from scientists involved in citizen science. Scientists saw many opportunities in using fixed location caches and geocaching techniques to aid citizen science. Yet they expanded the discussion. Amongst these, they emphasized practical concerns that must be addressed, and they argued that future systems should carefully consider the role of the social experience—both the “online” experience and the shared physical experience of visiting sites."
"Taking value-networks to the cloud services: security services, semantics and service level agreements",Information Systems and e-Business Management,,11,1,10.1007/s10257-011-0186-0,Haluk DemirkanMichael Goul,2013,http://link.springer.com/article/10.1007/s10257-011-0186-0,Article,"Cloud services have become an emerging solution for organizations striving to address today’s need for agility, but little research has addressed transitioning multiple, collaborating organizations to what can be referred to as a “value-network cloud.” We know that organizations adopting cloud services to execute business processes must concomitantly reconfigure their security solutions for their integrated intra- and inter-organizational collaborations. We address the question, “What is needed to make it possible for an entire value-network to take secure, collaborative business process executions to the cloud?” Future value-network cloud solutions will require completely new security approaches that will leverage contracted brokering solutions operating as part of the cloud solution. We view value-network cloud security service provisioning as a bundle decision characterized by a mix of communication patterns relevant to intra- and inter-enterprise collaboration. We propose a cloud service broker model—using semantics and SLA based middleware—to serve as a trusted interface between the enterprise, cloud service providers and other organizations collaborating in a value-network. The approach enables IT governance for value-network cloud services. The architectural requirements adapt design principles for infrastructure management tailored from approaches to how business cartels historically conducted secure business dealings."
Granularity in reciprocity,AI & SOCIETY,,27,1,10.1007/s00146-011-0332-8,Caroline NevejanFrances Brazier,2012,http://link.springer.com/article/10.1007/s00146-011-0332-8,Article,"Witnessing in merging biological, social and algorithmic realities is crucial to trust, as modelled in the YUTPA framework. Being witness and bearing witness is fundamental to human interaction. System participation in human communities of practice challenges the notion of witnessing and therefore the ability to build trust. Nevertheless, through trial and error, people in a variety of practices have found ways to establish the presence and develop trust in merging realities. This paper presents the results of 20 in-depth interviews with professionals from a variety of disciplines and nations. The conclusion of cumulative analysis is that systems do not witness themselves, but their output deeply affects the mental maps that human beings make of each other, the world around them and their own self. Essential qualities human beings seek when being involved with other beings are defined by granularity and reciprocity in the design of time (duration of engagement, synchronizing performance, integrating rhythms and moments to signify), place (body sense, material interaction, emotional space and situated agency), relation (shared meaning, engagement, reputation and use) and action (tuning, reciprocity, negotiation and quality of deeds). By designing granular interaction in 4 dimensions, reciprocity in witnessing obtains significance and the basis for establishing trust in a variety of presences emerges while human agency acquires potential."
Applications of big data to smart cities,Journal of Internet Services and Applications,,6,1,10.1186/s13174-015-0041-5,Eiman Al NuaimiHind Al NeyadiNader MohamedJameela Al-Jaroodi,2015,http://link.springer.com/article/10.1186/s13174-015-0041-5,Article,"Many governments are considering adopting the smart city concept in their cities and implementing big data applications that support smart city components to reach the required level of sustainability and improve the living standards. Smart cities utilize multiple technologies to improve the performance of health, transportation, energy, education, and water services leading to higher levels of comfort of their citizens. This involves reducing costs and resource consumption in addition to more effectively and actively engaging with their citizens. One of the recent technologies that has a huge potential to enhance smart city services is big data analytics. As digitization has become an integral part of everyday life, data collection has resulted in the accumulation of huge amounts of data that can be used in various beneficial application domains. Effective analysis and utilization of big data is a key factor for success in many business and service domains, including the smart city domain. This paper reviews the applications of big data to support smart cities. It discusses and compares different definitions of the smart city and big data and explores the opportunities, challenges and benefits of incorporating big data applications for smart cities. In addition it attempts to identify the requirements that support the implementation of big data applications for smart city services. The review reveals that several opportunities are available for utilizing big data in smart cities; however, there are still many issues and challenges to be addressed to achieve better utilization of this technology."
Environmental Hazard Analysis - a Variant of Preliminary Hazard Analysis for Autonomous Mobile Robots,Journal of Intelligent & Robotic Systems,,76,1,10.1007/s10846-013-0020-7,Sanja DogramadziMaria Elena GiannacciniChristopher HarperMohammad SobhaniRoger WoodmanJiyeon Choung,2014,http://link.springer.com/article/10.1007/s10846-013-0020-7,Article,"Robot manufacturers will be required to demonstrate objectively that all reasonably foreseeable hazards have been identified in any robotic product design that is to be marketed commercially. This is problematic for autonomous mobile robots because conventional methods, which have been developed for automatic systems do not assist safety analysts in identifying non-mission interactions with environmental features that are not directly associated with the robot’s design mission, and which may comprise the majority of the required tasks of autonomous robots. In this paper we develop a new variant of preliminary hazard analysis that is explicitly aimed at identifying non-mission interactions by means of new sets of guidewords not normally found in existing variants. We develop the required features of the method and describe its application to several small trials conducted at Bristol Robotics Laboratory in the 2011–2012 period."
The evaluation of a social adaptive website for cultural events,User Modeling and User-Adapted Interaction,,23,2 - 3,10.1007/s11257-012-9129-9,Cristina GenaFederica CenaFabiana VerneroPierluigi Grillo,2013,http://link.springer.com/article/10.1007/s11257-012-9129-9,Article,"In this paper, we present an evaluation of a social adaptive website in the domain of cultural events, iCITY DSA, which provides information about cultural resources and events that promote the cultural heritage in the city of Turin. Using this evaluation, our objective was to investigate the actual usage of a social adaptive website, in an effort to discover the real behavior of users, the unforeseen correlations among user actions and the consequent interactive behavior, the accuracy of both system and social recommendations and their impact on the users themselves, and the role of tagging in the user modeling process. The major contributions of the paper are manifold: insights into user interactions with social adaptive systems; guidelines for future designs; evaluation of the tagging activity and tag meanings in relation to the application domain and thus their impact on the representation of the user model; and a demonstration of how a combination and interplay of evaluation methodologies (e.g., quantitative and qualitative) can enhance our comprehension of evaluation data."
Corporate dynamic transparency: the new ICT-driven ethics?,Ethics and Information Technology,,11,2,10.1007/s10676-009-9190-1,Antonino VaccaroPeter Madsen,2009,http://link.springer.com/article/10.1007/s10676-009-9190-1,Article,"The term “corporate transparency” is frequently used in scholarly discussions of business ethics and corporate social responsibility (CSR); however, it remains a volatile and imprecise term, often defined incompletely as “information disclosure” accomplished through standardized reporting. Based on the results of empirical studies of organizational behaviors, this paper identifies a new set of managerial practices based on the use of information and communication technologies (ICT) and particularly Internet-based tools. These practices are resulting in what can be termed “dynamic transparency.” ICT allows for an informational environment characterized by two-way exchange between corporations and their stakeholders, which fosters a more collaborative marketplace. It is proposed that such dynamic information sharing, conducted by means of ICT, drives organizations to display greater openness and accountability, and more transparent operations, which benefit both the corporations and their constituents. One of the most important outcomes that will accrue to consumers and other individuals is the “right to know,” especially about corporate strategies and activities that might directly affect their quality of life. This paper demonstrates that dynamic transparency is more desirable and more effective than the more common “static transparency” where firms’ information disclosure is one-way, usually in response to government regulation. We present three ethical arguments to justify the implementation by business firms of dynamic transparency and demonstrate that their doing so is related to CSR and to augment and complement stakeholder engagement and dialogue. The paper concludes with a summary of the possible limits to and the problems involved in the implementation of dynamic transparency for corporations, and suggests some strategies to counter them."
Aligning digital and social inclusion: A study of disadvantaged students and computer access,Education and Information Technologies,,18,2,10.1007/s10639-012-9223-y,Nicola YellandGreg Neal,2013,http://link.springer.com/article/10.1007/s10639-012-9223-y,Article,"In this paper we discuss the notion of the digital divide and link it with recent policy designed to promote social inclusion in a project that addressed both issues. Families in low socio economic areas of Australia were given computers and Internet access as part of a project that had as its primary aim to support the participation of disadvantaged families in digital activities at home and in schools. The authors collected data over a period of 3 years that included, pre and post surveys with parents and students, interviews with program facilitators, and focus groups with parents. This paper focuses on selected themes that emerged from the interview and focus group data with the parents and explores the ways in which they perceived having the computer had impacted on their lives and those of their school aged children. This data (surveys, interviews and focus groups) reveals that all family members felt that the ownership of a computer enabled them to feel more confident about their active participation in everyday educational, social and community activities. Parents, teachers and students also reported that owning a computer was important to their lives yet they were not naïve to the fact that they still had a lot to learn in terms of using all the options available to them on the computer. Students noted the increased ease with which they could complete school work and communicate with friends in online contexts and outlined some of the ways in which they used the computer for leisure activities. Parents highlighted the increase in their own digital skill levels and described the ways in which their lives had benefitted from having a computer in the home. Problems associated with connectivity at the beginning of the project, the quality of the machines and inadequate initial training were listed as drawbacks to greater participation. The project represents one attempt to address the digital divide and illustrates how going beyond the dichotomy of a ‘haves’ v ‘have nots’ view of the digital divide is necessary if we want to promote social inclusion."
"New learning scenarios for the 21st century related to Education, Culture and Technology",International Journal of Educational Technology in Higher Education,,12,2,10.7238/rusc.v12i2.2454,Cristina YáñezAlexandra OkadaRamon Palau,2015,http://link.springer.com/article/10.7238/rusc.v12i2.2454,Article,"This paper presents a summary of proposals and new learning scenarios for the 21st century related to the theme of “Education, Culture and Technology”. These proposals and scenarios are based on the work conducted in 2014 by a group of experts from Andorra, Catalonia, the United States and the United Kingdom during the International Forum on Education and Technology (FIET) held in Tarragona, Spain. The main aim of this work is to analyze the interconnection between education and culture through the discussion and selection of best practices and to identify the role played by technology in this process. The methodology used in this qualitative research was the focus group, whereby a group of experts analyzed and selected a range of good practices related to the main issue. The results of this process were shared at two plenary sessions with 100 expert reviewers and 500 educators. After considering the challenges faced by education in the 21st century and the best practices selected by the experts, it was agreed that digital technology can promote the dialogue that is needed to create a culture of innovation and enhance new ways of learning, participating, and contributing to local and global culture. At the end of this paper we make several proposals and recommendations for constructing learning environments that integrate education, culture and technology for a transformative experience."
Location awareness-based intelligent multi-agent technology,Multimedia Systems,,16,4 - 5,10.1007/s00530-010-0194-9,Jung-Hyun KimHyeong-Joon KwonKwang-Seok Hong,2010,http://link.springer.com/article/10.1007/s00530-010-0194-9,Article,"In this paper, we propose an advanced location awareness-based intelligent multi-agent technology that allows multiple users to share various user-centric mobile multimedia contents. This paper mainly focuses on (1) mobile station-based mixed-web map module via mobile mash-up technology, (2) a new location-based mobile multimedia technology using ubiquitous sensor Net.-based five senses content, and (3) location awareness-based intelligent multi-agent technology that includes a location-based integrated retrieval agent, a mobile social network (MSN)-based multi-user detection agent and user-centric automatic mobile multimedia recommender agent. This paper aims at validating and inspecting the usability, suitability, and applicability of the suggested technology via various performance evaluation experiments."
Development of IT industry in China in the new age,Journal of Shanghai Jiaotong University (Science),,14,1,10.1007/s12204-009-0001-y,Ze-min Jiang 江泽民,2009,http://link.springer.com/article/10.1007/s12204-009-0001-y,Article,"The article explains the role and future trend of IT industry, and states that information technology represented by the Internet and computers has brought about the third industrial revolution in history. An important impetus for economic growth in modern times, the IT industry has greatly promoted sustainable development and is profoundly changing mankind’s way of life and production. In discussing the development trend of world IT industry, the article suggests that with potential new breakthroughs in information technology, the trend of agglomeration and integration of industries has become increasingly obvious, competition of intellectual properties and standards is intensifying and ubiquitous network is taking shape. It points out that China should bring into better play the role of IT industry as an “amplifier” in economic growth, a “transformer” in development mode and a “propeller” in industrial upgrading. It is important to follow a policy that emphasizes independent innovation, market-driven approach, open and compatible technologies, integrated and comprehensive applications, and serving both military and civil purposes, so that a quantum leap of IT industry will be achieved. China should advance industrialization with information technologies and promote the IT industry in the course of industrialization in an effort to build an IT industry with Chinese characteristics. Greater efforts should be made to develop such core sectors as microelectronics, computer, software, key components and materials, as well as sectors with international competitiveness, including broadband mobile communication, next-generation network and information services. Continued improvement should be made in policies guiding the development of IT industry with a view to making China a country with a strong IT industry by 2020."
Partisan asymmetries in online political activity,EPJ Data Science,,1,1,10.1140/epjds6,Michael D ConoverBruno GonçalvesAlessandro FlamminiFilippo Menczer,2012,http://link.springer.com/article/10.1140/epjds6,Article,"We examine partisan differences in the behavior, communication patterns and social interactions of more than 18,000 politically-active Twitter users to produce evidence that points to changing levels of partisan engagement with the American online political landscape. Analysis of a network defined by the communication activity of these users in proximity to the 2010 midterm congressional elections reveals a highly segregated, well clustered, partisan community structure. Using cluster membership as a high-fidelity (87% accuracy) proxy for political affiliation, we characterize a wide range of differences in the behavior, communication and social connectivity of left- and right-leaning Twitter users. We find that in contrast to the online political dynamics of the 2008 campaign, right-leaning Twitter users exhibit greater levels of political activity, a more tightly interconnected social structure, and a communication network topology that facilitates the rapid and broad dissemination of political information."
Social BIMCloud: a distributed cloud-based BIM platform for object-based lifecycle information exchange,Visualization in Engineering,,3,1,10.1186/s40327-015-0022-6,Moumita DasJack CP ChengSrinath S Kumar,2015,http://link.springer.com/article/10.1186/s40327-015-0022-6,Article,"The architecture, engineering and construction (AEC) industry lacks a framework for capturing, managing, and exchanging project, product, and social information over the lifecycle of a building. The current tools have various limitations, such as lack of interoperability, slow to transfer huge building model files, and possibility of data inconsistency."
Who cares? Practical ethics and the problem of underage users on social networking sites,Ethics and Information Technology,,15,4,10.1007/s10676-013-9331-4,Brian O’Neill,2013,http://link.springer.com/article/10.1007/s10676-013-9331-4,Article,"Internet companies place a high priority on the safety of their services and on their corporate social responsibility towards protection of all users, especially younger ones. However, such efforts are undermined by the large numbers of children who circumvent age restrictions and lie about their age to gain access to such platforms. This paper deals with the ethical issues that arise in this not-so-hypothetical situation. Who, for instance, bears responsibility for children’s welfare in this context? Are parents/carers ethically culpable in failing to be sufficiently vigilant or even facilitating their children’s social media use? Do industry providers do enough to enforce their own regulations and remove those users they know to be underage? How far does a duty of care extend? Regulation of age restrictions has, it is argued, created unintended consequences that heighten online dangers for young people. While children are inevitably drawn to new online spaces for entertainment and fun, should their rights to participate in the social world around them be curtailed to ensure their best interests and those of the wider community? Such questions now pose significant practical and ethical dilemmas for policy makers and other stakeholders involved in internet governance. It especially highlights the question of responsibility for protection of minors online and calls into question whether the current model of shared responsibility is working."
Solving identity delegation problem in the e-government environment,International Journal of Information Security,,10,6,10.1007/s10207-011-0140-7,Sergio Sánchez GarcíaAna Gómez OlivaEmilia Pérez BelleboniIván Pau de la Cruz,2011,http://link.springer.com/article/10.1007/s10207-011-0140-7,Article,"At present, many countries allow citizens or entities to interact with the government outside the telematic environment through a legal representative who is granted powers of representation. However, if the interaction takes place through the Internet, only primitive mechanisms of representation are available, and these are mainly based on non-dynamic offline processes that do not enable quick and easy identity delegation. This paper proposes a system of dynamic delegation of identity between two generic entities that can solve the problem of delegated access to the telematic services provided by public authorities. The solution herein is based on the generation of a delegation token created from a proxy certificate that allows the delegating entity to delegate identity to another on the basis of a subset of its attributes as delegator, while also establishing in the delegation token itself restrictions on the services accessible to the delegated entity and the validity period of delegation. Further, the paper presents the mechanisms needed to either revoke a delegation token or to check whether a delegation token has been revoked. Implications for theory and practice and suggestions for future research are discussed."
Lab4CE: a Remote Laboratory for Computer Education,International Journal of Artificial Intelligence in Education,,,,10.1007/s40593-015-0079-3,Julien BroisinRémi VenantPhilippe Vidal,2015,http://link.springer.com/article/10.1007/s40593-015-0079-3,Article,"Remote practical activities have been demonstrated to be efficient when learners come to acquire inquiry skills. In computer science education, virtualization technologies are gaining popularity as this technological advance enables instructors to implement realistic practical learning activities, and learners to engage in authentic and problem-based learning. However, virtualization solutions have not been designed especially for education and do not address any pedagogical concern. Since several large-scale studies showed that instructional supports during practical activities are almost as important as technical features, this article investigates the following research question: how the scaffolding around the lab increases students’ engagement in remote practical learning of computer science? To answer this question, we introduce the Lab4CE environment, a remote laboratory for computer education which adopts a distributed, modular and flexible architecture to integrate a set of scaffolding tools and services intended for instructors and learners. An exploratory study conducted with 139 undergraduate students enrolled in the first year of a computer science degree suggests a positive effect of the framework on learners’ engagement when they come to practice system administration, and reveals a significant positive correlation between students’ activity within the system and students’ learning achievement."
Toward the regulation of ubiquitous mobile government: a case study on location-based emergency services in Australia,Electronic Commerce Research,,11,1,10.1007/s10660-010-9070-0,Anas AloudatKatina Michael,2011,http://link.springer.com/article/10.1007/s10660-010-9070-0,Article,"Mobile alerts, notifications and location-based emergency warning systems are now an established part of mobile government strategies in an increasing number of countries worldwide. In Australia the national emergency warning system (NEWS) was instituted after the tragic Black Saturday Victorian Bushfires of February 2009. NEWS has enabled the provision of public information from the government to the citizen during emergencies anywhere and any time. Moving on from traditional short message service (SMS) notifications and cell broadcasting to more advanced location-based services, this paper explores the major issues faced by government, business and society at large, toward the realization of a fully fledged emergency system for personal mobile devices. This qualitative study contains two phases: phase 1 gathered issues from the general public via an open-ended survey question, and phase 2 gathered issues from key informant interviews. The data was analyzed using qualitative content analysis techniques. The results are presented in a narrative form granting detailed insight into the main challenges faced in the deployment of a mobile government application. The complex interplay between government agencies, telecommunications carriers and the Australian public is presented, ultimately leading down a path of regulation. By using a qualitative approach it is hoped that the intimate lessons learnt in the Australian landscape can be applied to other nations considering mobile government applications. The outcome of the paper is predominantly practical providing a series of recommendations toward the successful deployment of mobile government applications."
An Informatics Approach for Smart Evaluation of Water Quality Related Ecosystem Services,Annals of Data Science,,,,10.1007/s40745-015-0067-3,Weigang YanMike HutchinsSteven LoiselleCharlotte Hall,2016,http://link.springer.com/article/10.1007/s40745-015-0067-3,Article,"Understanding the relationship between water quality and ecosystem services valuation requires a broad range of approaches and methods from the domains of environmental science, ecology, physics and mathematics. The fundamental challenge is to decode the association between ‘ecosystem services geography’ with water quality distribution in time and in space. This demands the acquisition and integration of vast amounts of data from various domains in many formats and types. Here we present our system development concept to support the research in this field. We outline a technological approach that harnesses the power of data with scientific analytics and technology advancement in the evolution of a data ecosystem to evaluate water quality. The framework integrates the mobile applications and web technology into citizen science, environmental simulation and visualization. We describe a schematic design that links water quality monitoring and technical advances via data collection by citizen scientists and professionals to support ecosystem services evaluation. These data were synthesized into big data analytics through a Bayesian belief network to assess ecosystem services related to water quality. Finally, the paper identifies technical barriers and opportunities, in respect of big data ecosystem, for valuating water quality in ecosystem services assessment."
